program_id,university_id,university_name,province,city,program_name,degree_level,field_category,duration_years,eligibility,fee_per_year,required_traits,apply_url
fest_00258,comsats-lhr,COMSATS Lahore,Punjab,Lahore,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,201249,"Research, Innovation, Persistence",https://lahore.comsats.edu.pk/admissions
fest_00259,comsats-lhr,COMSATS Lahore,Punjab,Lahore,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,201249,"Analytical, Logical, Problem-solver",https://lahore.comsats.edu.pk/admissions
fest_00260,comsats-lhr,COMSATS Lahore,Punjab,Lahore,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,201249,"Detail-oriented, Teamwork, Coding",https://lahore.comsats.edu.pk/admissions
fest_00261,comsats-lhr,COMSATS Lahore,Punjab,Lahore,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,201249,"Quantitative, Curious, Analytical",https://lahore.comsats.edu.pk/admissions
fest_00262,comsats-lhr,COMSATS Lahore,Punjab,Lahore,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,201249,"Innovative, Analytical, Math-friendly",https://lahore.comsats.edu.pk/admissions
fest_00263,comsats-lhr,COMSATS Lahore,Punjab,Lahore,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,201249,"Research-minded, Persistent, Coding",https://lahore.comsats.edu.pk/admissions
fest_00264,comsats-lhr,COMSATS Lahore,Punjab,Lahore,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,201249,"Research, Persistence, Innovation",https://lahore.comsats.edu.pk/admissions
fest_00265,comsats-lhr,COMSATS Lahore,Punjab,Lahore,BBA,Bachelors,Business,4,Intermediate ≥50–60% + test/interview.,192500,"Leadership, Communication, Problem-solving",https://lahore.comsats.edu.pk/admissions
fest_00266,comsats-lhr,COMSATS Lahore,Punjab,Lahore,BS Accounting & Finance,Bachelors,Business,4,Intermediate ≥50–60% + test.,192500,"Quantitative, Detail-oriented, Integrity",https://lahore.comsats.edu.pk/admissions
fest_00267,comsats-lhr,COMSATS Lahore,Punjab,Lahore,BS Economics,Bachelors,Business,4,Intermediate ≥60% + test.,192500,"Analytical, Quantitative, Research-minded",https://lahore.comsats.edu.pk/admissions
fest_00268,comsats-lhr,COMSATS Lahore,Punjab,Lahore,MBA,Masters,Business,2,16-year degree + test/interview.,192500,"Leadership, Strategy, Communication",https://lahore.comsats.edu.pk/admissions
fest_00269,comsats-lhr,COMSATS Lahore,Punjab,Lahore,MS Management Sciences,Masters,Business,2,16-year degree + GAT/test.,192500,"Research, Strategy, Quantitative",https://lahore.comsats.edu.pk/admissions
fest_00270,comsats-lhr,COMSATS Lahore,Punjab,Lahore,PhD Management Sciences,PhD,Business,3,MS/MPhil + proposal.,192500,"Research, Persistence, Strategic",https://lahore.comsats.edu.pk/admissions
fest_00271,uol,University of Lahore (UOL),Punjab,Lahore,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,333500,"Quantitative, Practical, Problem-solving",https://uol.edu.pk/admissions
fest_00272,uol,University of Lahore (UOL),Punjab,Lahore,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,333500,"Hands-on, Analytical, Systems-thinking",https://uol.edu.pk/admissions
fest_00273,uol,University of Lahore (UOL),Punjab,Lahore,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,333500,"Detail-oriented, Field-ready, Analytical",https://uol.edu.pk/admissions
fest_00274,uol,University of Lahore (UOL),Punjab,Lahore,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,333500,"Logical, Coding, Teamwork",https://uol.edu.pk/admissions
fest_00275,uol,University of Lahore (UOL),Punjab,Lahore,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,333500,"Research, Analytical, Design",https://uol.edu.pk/admissions
fest_00276,uol,University of Lahore (UOL),Punjab,Lahore,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,333500,"Research, Innovation, Persistence",https://uol.edu.pk/admissions
fest_00277,uol,University of Lahore (UOL),Punjab,Lahore,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,333500,"Analytical, Logical, Problem-solver",https://uol.edu.pk/admissions
fest_00278,uol,University of Lahore (UOL),Punjab,Lahore,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,333500,"Detail-oriented, Teamwork, Coding",https://uol.edu.pk/admissions
fest_00279,uol,University of Lahore (UOL),Punjab,Lahore,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,333500,"Quantitative, Curious, Analytical",https://uol.edu.pk/admissions
fest_00280,uol,University of Lahore (UOL),Punjab,Lahore,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,333500,"Innovative, Analytical, Math-friendly",https://uol.edu.pk/admissions
fest_00281,uol,University of Lahore (UOL),Punjab,Lahore,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,333500,"Research-minded, Persistent, Coding",https://uol.edu.pk/admissions
fest_00282,uol,University of Lahore (UOL),Punjab,Lahore,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,333500,"Research, Persistence, Innovation",https://uol.edu.pk/admissions
fest_00283,uol,University of Lahore (UOL),Punjab,Lahore,BBA,Bachelors,Business,4,Intermediate ≥50–60% + test/interview.,319000,"Leadership, Communication, Problem-solving",https://uol.edu.pk/admissions
fest_00284,uol,University of Lahore (UOL),Punjab,Lahore,BS Accounting & Finance,Bachelors,Business,4,Intermediate ≥50–60% + test.,319000,"Quantitative, Detail-oriented, Integrity",https://uol.edu.pk/admissions
fest_00285,uol,University of Lahore (UOL),Punjab,Lahore,BS Economics,Bachelors,Business,4,Intermediate ≥60% + test.,319000,"Analytical, Quantitative, Research-minded",https://uol.edu.pk/admissions
fest_00286,uol,University of Lahore (UOL),Punjab,Lahore,MBA,Masters,Business,2,16-year degree + test/interview.,319000,"Leadership, Strategy, Communication",https://uol.edu.pk/admissions
fest_00287,uol,University of Lahore (UOL),Punjab,Lahore,MS Management Sciences,Masters,Business,2,16-year degree + GAT/test.,319000,"Research, Strategy, Quantitative",https://uol.edu.pk/admissions
fest_00288,uol,University of Lahore (UOL),Punjab,Lahore,PhD Management Sciences,PhD,Business,3,MS/MPhil + proposal.,319000,"Research, Persistence, Strategic",https://uol.edu.pk/admissions
fest_00289,ucp,University of Central Punjab (UCP),Punjab,Lahore,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,356500,"Quantitative, Practical, Problem-solving",https://ucp.edu.pk/admissions
fest_00290,ucp,University of Central Punjab (UCP),Punjab,Lahore,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,356500,"Hands-on, Analytical, Systems-thinking",https://ucp.edu.pk/admissions
fest_00291,ucp,University of Central Punjab (UCP),Punjab,Lahore,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,356500,"Detail-oriented, Field-ready, Analytical",https://ucp.edu.pk/admissions
fest_00292,ucp,University of Central Punjab (UCP),Punjab,Lahore,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,356500,"Logical, Coding, Teamwork",https://ucp.edu.pk/admissions
fest_00293,ucp,University of Central Punjab (UCP),Punjab,Lahore,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,356500,"Research, Analytical, Design",https://ucp.edu.pk/admissions
fest_00294,ucp,University of Central Punjab (UCP),Punjab,Lahore,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,356500,"Research, Innovation, Persistence",https://ucp.edu.pk/admissions
fest_00295,ucp,University of Central Punjab (UCP),Punjab,Lahore,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,356500,"Analytical, Logical, Problem-solver",https://ucp.edu.pk/admissions
fest_00296,ucp,University of Central Punjab (UCP),Punjab,Lahore,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,356500,"Detail-oriented, Teamwork, Coding",https://ucp.edu.pk/admissions
fest_00297,ucp,University of Central Punjab (UCP),Punjab,Lahore,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,356500,"Quantitative, Curious, Analytical",https://ucp.edu.pk/admissions
fest_00298,ucp,University of Central Punjab (UCP),Punjab,Lahore,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,356500,"Innovative, Analytical, Math-friendly",https://ucp.edu.pk/admissions
fest_00299,ucp,University of Central Punjab (UCP),Punjab,Lahore,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,356500,"Research-minded, Persistent, Coding",https://ucp.edu.pk/admissions
fest_00300,ucp,University of Central Punjab (UCP),Punjab,Lahore,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,356500,"Research, Persistence, Innovation",https://ucp.edu.pk/admissions
fest_00301,ucp,University of Central Punjab (UCP),Punjab,Lahore,BBA,Bachelors,Business,4,Intermediate ≥50–60% + test/interview.,341000,"Leadership, Communication, Problem-solving",https://ucp.edu.pk/admissions
fest_00302,ucp,University of Central Punjab (UCP),Punjab,Lahore,BS Accounting & Finance,Bachelors,Business,4,Intermediate ≥50–60% + test.,341000,"Quantitative, Detail-oriented, Integrity",https://ucp.edu.pk/admissions
fest_00303,ucp,University of Central Punjab (UCP),Punjab,Lahore,BS Economics,Bachelors,Business,4,Intermediate ≥60% + test.,341000,"Analytical, Quantitative, Research-minded",https://ucp.edu.pk/admissions
fest_00304,ucp,University of Central Punjab (UCP),Punjab,Lahore,MBA,Masters,Business,2,16-year degree + test/interview.,341000,"Leadership, Strategy, Communication",https://ucp.edu.pk/admissions
fest_00305,ucp,University of Central Punjab (UCP),Punjab,Lahore,MS Management Sciences,Masters,Business,2,16-year degree + GAT/test.,341000,"Research, Strategy, Quantitative",https://ucp.edu.pk/admissions
fest_00306,ucp,University of Central Punjab (UCP),Punjab,Lahore,PhD Management Sciences,PhD,Business,3,MS/MPhil + proposal.,341000,"Research, Persistence, Strategic",https://ucp.edu.pk/admissions
fest_00307,umt,University of Management & Technology (UMT),Punjab,Lahore,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,345000,"Quantitative, Practical, Problem-solving",https://admissions.umt.edu.pk/
fest_00308,umt,University of Management & Technology (UMT),Punjab,Lahore,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,345000,"Hands-on, Analytical, Systems-thinking",https://admissions.umt.edu.pk/
fest_00309,umt,University of Management & Technology (UMT),Punjab,Lahore,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,345000,"Detail-oriented, Field-ready, Analytical",https://admissions.umt.edu.pk/
fest_00310,umt,University of Management & Technology (UMT),Punjab,Lahore,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,345000,"Logical, Coding, Teamwork",https://admissions.umt.edu.pk/
fest_00311,umt,University of Management & Technology (UMT),Punjab,Lahore,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,345000,"Research, Analytical, Design",https://admissions.umt.edu.pk/
fest_00312,umt,University of Management & Technology (UMT),Punjab,Lahore,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,345000,"Research, Innovation, Persistence",https://admissions.umt.edu.pk/
fest_00313,umt,University of Management & Technology (UMT),Punjab,Lahore,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,345000,"Analytical, Logical, Problem-solver",https://admissions.umt.edu.pk/
fest_00314,umt,University of Management & Technology (UMT),Punjab,Lahore,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,345000,"Detail-oriented, Teamwork, Coding",https://admissions.umt.edu.pk/
fest_00315,umt,University of Management & Technology (UMT),Punjab,Lahore,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,345000,"Quantitative, Curious, Analytical",https://admissions.umt.edu.pk/
fest_00316,umt,University of Management & Technology (UMT),Punjab,Lahore,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,345000,"Innovative, Analytical, Math-friendly",https://admissions.umt.edu.pk/
fest_00317,umt,University of Management & Technology (UMT),Punjab,Lahore,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,345000,"Research-minded, Persistent, Coding",https://admissions.umt.edu.pk/
fest_00318,umt,University of Management & Technology (UMT),Punjab,Lahore,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,345000,"Research, Persistence, Innovation",https://admissions.umt.edu.pk/
fest_00319,umt,University of Management & Technology (UMT),Punjab,Lahore,BBA,Bachelors,Business,4,Intermediate ≥50–60% + test/interview.,330000,"Leadership, Communication, Problem-solving",https://admissions.umt.edu.pk/
fest_00320,umt,University of Management & Technology (UMT),Punjab,Lahore,BS Accounting & Finance,Bachelors,Business,4,Intermediate ≥50–60% + test.,330000,"Quantitative, Detail-oriented, Integrity",https://admissions.umt.edu.pk/
fest_00321,umt,University of Management & Technology (UMT),Punjab,Lahore,BS Economics,Bachelors,Business,4,Intermediate ≥60% + test.,330000,"Analytical, Quantitative, Research-minded",https://admissions.umt.edu.pk/
fest_00322,umt,University of Management & Technology (UMT),Punjab,Lahore,MBA,Masters,Business,2,16-year degree + test/interview.,330000,"Leadership, Strategy, Communication",https://admissions.umt.edu.pk/
fest_00323,umt,University of Management & Technology (UMT),Punjab,Lahore,MS Management Sciences,Masters,Business,2,16-year degree + GAT/test.,330000,"Research, Strategy, Quantitative",https://admissions.umt.edu.pk/
fest_00324,umt,University of Management & Technology (UMT),Punjab,Lahore,PhD Management Sciences,PhD,Business,3,MS/MPhil + proposal.,330000,"Research, Persistence, Strategic",https://admissions.umt.edu.pk/
fest_00325,lse,Lahore School of Economics (LSE),Punjab,Lahore,BBA,Bachelors,Business,4,Intermediate ≥50–60% + test/interview.,770000,"Leadership, Communication, Problem-solving",https://lse.edu.pk/admissions
fest_00326,lse,Lahore School of Economics (LSE),Punjab,Lahore,BS Accounting & Finance,Bachelors,Business,4,Intermediate ≥50–60% + test.,770000,"Quantitative, Detail-oriented, Integrity",https://lse.edu.pk/admissions
fest_00327,lse,Lahore School of Economics (LSE),Punjab,Lahore,BS Economics,Bachelors,Business,4,Intermediate ≥60% + test.,770000,"Analytical, Quantitative, Research-minded",https://lse.edu.pk/admissions
fest_00328,lse,Lahore School of Economics (LSE),Punjab,Lahore,MBA,Masters,Business,2,16-year degree + test/interview.,770000,"Leadership, Strategy, Communication",https://lse.edu.pk/admissions
fest_00329,lse,Lahore School of Economics (LSE),Punjab,Lahore,MS Management Sciences,Masters,Business,2,16-year degree + GAT/test.,770000,"Research, Strategy, Quantitative",https://lse.edu.pk/admissions
fest_00330,lse,Lahore School of Economics (LSE),Punjab,Lahore,PhD Management Sciences,PhD,Business,3,MS/MPhil + proposal.,770000,"Research, Persistence, Strategic",https://lse.edu.pk/admissions
fest_00331,nfc-iet,NFC IET Multan,Punjab,Multan,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,120749,"Quantitative, Practical, Problem-solving",https://www.nfciet.edu.pk/admissions
fest_00332,nfc-iet,NFC IET Multan,Punjab,Multan,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,120749,"Hands-on, Analytical, Systems-thinking",https://www.nfciet.edu.pk/admissions
fest_00333,nfc-iet,NFC IET Multan,Punjab,Multan,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,120749,"Detail-oriented, Field-ready, Analytical",https://www.nfciet.edu.pk/admissions
fest_00334,nfc-iet,NFC IET Multan,Punjab,Multan,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,120749,"Logical, Coding, Teamwork",https://www.nfciet.edu.pk/admissions
fest_00335,nfc-iet,NFC IET Multan,Punjab,Multan,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,120749,"Research, Analytical, Design",https://www.nfciet.edu.pk/admissions
fest_00336,nfc-iet,NFC IET Multan,Punjab,Multan,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,120749,"Research, Innovation, Persistence",https://www.nfciet.edu.pk/admissions
fest_00337,nfc-iet,NFC IET Multan,Punjab,Multan,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,120749,"Analytical, Logical, Problem-solver",https://www.nfciet.edu.pk/admissions
fest_00338,nfc-iet,NFC IET Multan,Punjab,Multan,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,120749,"Detail-oriented, Teamwork, Coding",https://www.nfciet.edu.pk/admissions
fest_00339,nfc-iet,NFC IET Multan,Punjab,Multan,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,120749,"Quantitative, Curious, Analytical",https://www.nfciet.edu.pk/admissions
fest_00340,nfc-iet,NFC IET Multan,Punjab,Multan,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,120749,"Innovative, Analytical, Math-friendly",https://www.nfciet.edu.pk/admissions
fest_00341,nfc-iet,NFC IET Multan,Punjab,Multan,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,120749,"Research-minded, Persistent, Coding",https://www.nfciet.edu.pk/admissions
fest_00342,nfc-iet,NFC IET Multan,Punjab,Multan,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,120749,"Research, Persistence, Innovation",https://www.nfciet.edu.pk/admissions
fest_00343,hitec,HITEC University Taxila,Punjab,Taxila,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,287500,"Quantitative, Practical, Problem-solving",https://hitecuni.edu.pk/admissions
fest_00344,hitec,HITEC University Taxila,Punjab,Taxila,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,287500,"Hands-on, Analytical, Systems-thinking",https://hitecuni.edu.pk/admissions
fest_00345,hitec,HITEC University Taxila,Punjab,Taxila,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,287500,"Detail-oriented, Field-ready, Analytical",https://hitecuni.edu.pk/admissions
fest_00346,hitec,HITEC University Taxila,Punjab,Taxila,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,287500,"Logical, Coding, Teamwork",https://hitecuni.edu.pk/admissions
fest_00347,hitec,HITEC University Taxila,Punjab,Taxila,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,287500,"Research, Analytical, Design",https://hitecuni.edu.pk/admissions
fest_00348,hitec,HITEC University Taxila,Punjab,Taxila,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,287500,"Research, Innovation, Persistence",https://hitecuni.edu.pk/admissions
fest_00349,hitec,HITEC University Taxila,Punjab,Taxila,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,287500,"Analytical, Logical, Problem-solver",https://hitecuni.edu.pk/admissions
fest_00350,hitec,HITEC University Taxila,Punjab,Taxila,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,287500,"Detail-oriented, Teamwork, Coding",https://hitecuni.edu.pk/admissions
fest_00351,hitec,HITEC University Taxila,Punjab,Taxila,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,287500,"Quantitative, Curious, Analytical",https://hitecuni.edu.pk/admissions
fest_00352,hitec,HITEC University Taxila,Punjab,Taxila,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,287500,"Innovative, Analytical, Math-friendly",https://hitecuni.edu.pk/admissions
fest_00353,hitec,HITEC University Taxila,Punjab,Taxila,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,287500,"Research-minded, Persistent, Coding",https://hitecuni.edu.pk/admissions
fest_00354,hitec,HITEC University Taxila,Punjab,Taxila,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,287500,"Research, Persistence, Innovation",https://hitecuni.edu.pk/admissions
fest_00355,hitec,HITEC University Taxila,Punjab,Taxila,BBA,Bachelors,Business,4,Intermediate ≥50–60% + test/interview.,275000,"Leadership, Communication, Problem-solving",https://hitecuni.edu.pk/admissions
fest_00356,hitec,HITEC University Taxila,Punjab,Taxila,BS Accounting & Finance,Bachelors,Business,4,Intermediate ≥50–60% + test.,275000,"Quantitative, Detail-oriented, Integrity",https://hitecuni.edu.pk/admissions
fest_00357,hitec,HITEC University Taxila,Punjab,Taxila,BS Economics,Bachelors,Business,4,Intermediate ≥60% + test.,275000,"Analytical, Quantitative, Research-minded",https://hitecuni.edu.pk/admissions
fest_00358,hitec,HITEC University Taxila,Punjab,Taxila,MBA,Masters,Business,2,16-year degree + test/interview.,275000,"Leadership, Strategy, Communication",https://hitecuni.edu.pk/admissions
fest_00359,hitec,HITEC University Taxila,Punjab,Taxila,MS Management Sciences,Masters,Business,2,16-year degree + GAT/test.,275000,"Research, Strategy, Quantitative",https://hitecuni.edu.pk/admissions
fest_00360,hitec,HITEC University Taxila,Punjab,Taxila,PhD Management Sciences,PhD,Business,3,MS/MPhil + proposal.,275000,"Research, Persistence, Strategic",https://hitecuni.edu.pk/admissions
fest_00361,wah,University of Wah,Punjab,Wah Cantt,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,258749,"Quantitative, Practical, Problem-solving",https://uow.edu.pk/admissions
fest_00362,wah,University of Wah,Punjab,Wah Cantt,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,258749,"Hands-on, Analytical, Systems-thinking",https://uow.edu.pk/admissions
fest_00363,wah,University of Wah,Punjab,Wah Cantt,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,258749,"Detail-oriented, Field-ready, Analytical",https://uow.edu.pk/admissions
fest_00364,wah,University of Wah,Punjab,Wah Cantt,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,258749,"Logical, Coding, Teamwork",https://uow.edu.pk/admissions
fest_00365,wah,University of Wah,Punjab,Wah Cantt,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,258749,"Research, Analytical, Design",https://uow.edu.pk/admissions
fest_00366,wah,University of Wah,Punjab,Wah Cantt,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,258749,"Research, Innovation, Persistence",https://uow.edu.pk/admissions
fest_00367,wah,University of Wah,Punjab,Wah Cantt,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,258749,"Analytical, Logical, Problem-solver",https://uow.edu.pk/admissions
fest_00368,wah,University of Wah,Punjab,Wah Cantt,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,258749,"Detail-oriented, Teamwork, Coding",https://uow.edu.pk/admissions
fest_00369,wah,University of Wah,Punjab,Wah Cantt,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,258749,"Quantitative, Curious, Analytical",https://uow.edu.pk/admissions
fest_00370,wah,University of Wah,Punjab,Wah Cantt,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,258749,"Innovative, Analytical, Math-friendly",https://uow.edu.pk/admissions
fest_00371,wah,University of Wah,Punjab,Wah Cantt,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,258749,"Research-minded, Persistent, Coding",https://uow.edu.pk/admissions
fest_00372,wah,University of Wah,Punjab,Wah Cantt,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,258749,"Research, Persistence, Innovation",https://uow.edu.pk/admissions
fest_00373,wah,University of Wah,Punjab,Wah Cantt,BBA,Bachelors,Business,4,Intermediate ≥50–60% + test/interview.,247500,"Leadership, Communication, Problem-solving",https://uow.edu.pk/admissions
fest_00374,wah,University of Wah,Punjab,Wah Cantt,BS Accounting & Finance,Bachelors,Business,4,Intermediate ≥50–60% + test.,247500,"Quantitative, Detail-oriented, Integrity",https://uow.edu.pk/admissions
fest_00375,wah,University of Wah,Punjab,Wah Cantt,BS Economics,Bachelors,Business,4,Intermediate ≥60% + test.,247500,"Analytical, Quantitative, Research-minded",https://uow.edu.pk/admissions
fest_00376,wah,University of Wah,Punjab,Wah Cantt,MBA,Masters,Business,2,16-year degree + test/interview.,247500,"Leadership, Strategy, Communication",https://uow.edu.pk/admissions
fest_00377,wah,University of Wah,Punjab,Wah Cantt,MS Management Sciences,Masters,Business,2,16-year degree + GAT/test.,247500,"Research, Strategy, Quantitative",https://uow.edu.pk/admissions
fest_00378,wah,University of Wah,Punjab,Wah Cantt,PhD Management Sciences,PhD,Business,3,MS/MPhil + proposal.,247500,"Research, Persistence, Strategic",https://uow.edu.pk/admissions
fest_00379,uet-pesh,UET Peshawar,Khyber Pakhtunkhwa,Peshawar,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,114999,"Quantitative, Practical, Problem-solving",https://www.uetpeshawar.edu.pk/admissions
fest_00380,uet-pesh,UET Peshawar,Khyber Pakhtunkhwa,Peshawar,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,114999,"Hands-on, Analytical, Systems-thinking",https://www.uetpeshawar.edu.pk/admissions
fest_00381,uet-pesh,UET Peshawar,Khyber Pakhtunkhwa,Peshawar,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,114999,"Detail-oriented, Field-ready, Analytical",https://www.uetpeshawar.edu.pk/admissions
fest_00382,uet-pesh,UET Peshawar,Khyber Pakhtunkhwa,Peshawar,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,114999,"Logical, Coding, Teamwork",https://www.uetpeshawar.edu.pk/admissions
fest_00383,uet-pesh,UET Peshawar,Khyber Pakhtunkhwa,Peshawar,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,114999,"Research, Analytical, Design",https://www.uetpeshawar.edu.pk/admissions
fest_00384,uet-pesh,UET Peshawar,Khyber Pakhtunkhwa,Peshawar,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,114999,"Research, Innovation, Persistence",https://www.uetpeshawar.edu.pk/admissions
fest_00385,uet-pesh,UET Peshawar,Khyber Pakhtunkhwa,Peshawar,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,114999,"Analytical, Logical, Problem-solver",https://www.uetpeshawar.edu.pk/admissions
fest_00386,uet-pesh,UET Peshawar,Khyber Pakhtunkhwa,Peshawar,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,114999,"Detail-oriented, Teamwork, Coding",https://www.uetpeshawar.edu.pk/admissions
fest_00387,uet-pesh,UET Peshawar,Khyber Pakhtunkhwa,Peshawar,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,114999,"Quantitative, Curious, Analytical",https://www.uetpeshawar.edu.pk/admissions
fest_00388,uet-pesh,UET Peshawar,Khyber Pakhtunkhwa,Peshawar,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,114999,"Innovative, Analytical, Math-friendly",https://www.uetpeshawar.edu.pk/admissions
